,NAME,geometry,x_cords,y_cords
0,Navajo,"POLYGON ((-109.8921508789063 33.58061981201172, -109.9179763793945 33.57404708862305, -109.9627685546875 33.58732986450195, -109.9913787841797 33.58344650268555, -109.9950561523438 34.00311660766602, -110.7420501708984 34.00701904296875, -110.7419967651367 34.27748489379883, -110.739372253418 37.00249099731445, -110.4833984375 37.00392913818359, -110.451545715332 36.99174880981445, -109.9963989257813 36.9920654296875, -109.9919815063477 35.67582702636719, -109.8237991333008 35.67484283447266, -109.826789855957 35.53323364257813, -109.8352737426758 35.53363037109375, -109.8353881835938 34.8721809387207, -109.8370971679688 34.82402801513672, -109.8438186645508 34.82398223876953, -109.8383255004883 34.47335052490234, -109.8450088500977 34.47239303588867, -109.8495864868164 34.12745666503906, -109.8601226806641 34.12738037109375, -109.8575057983398 33.78871536254883, -109.8939590454102 33.78707504272461, -109.8921508789063 33.58061981201172))","[-109.89215087890625, -109.91797637939453, -109.9627685546875, -109.99137878417969, -109.99505615234375, -110.74205017089844, -110.74199676513672, -110.73937225341797, -110.4833984375, -110.45154571533203, -109.99639892578125, -109.99198150634766, -109.82379913330078, -109.82678985595703, -109.83527374267578, -109.83538818359375, -109.83709716796875, -109.84381866455078, -109.83832550048828, -109.84500885009766, -109.8495864868164, -109.86012268066406, -109.85750579833984, -109.89395904541016, -109.89215087890625, None]","[33.58061981201172, 33.57404708862305, 33.58732986450195, 33.58344650268555, 34.003116607666016, 34.00701904296875, 34.27748489379883, 37.00249099731445, 37.003929138183594, 36.99174880981445, 36.9920654296875, 35.67582702636719, 35.674842834472656, 35.533233642578125, 35.53363037109375, 34.8721809387207, 34.82402801513672, 34.82398223876953, 34.473350524902344, 34.47239303588867, 34.12745666503906, 34.12738037109375, 33.78871536254883, 33.78707504272461, 33.58061981201172, None]"
1,Coconino,"POLYGON ((-113.3194961547852 35.54081344604492, -113.3203048706055 35.81468963623047, -113.2971038818359 35.88638305664063, -113.3225250244141 35.91361999511719, -113.3160781860352 35.93020248413086, -113.3232498168945 35.9462890625, -113.3062973022461 35.9682502746582, -113.3363952636719 35.98713684082031, -113.3330917358398 36.00905609130859, -113.3460159301758 36.03583145141602, -113.3403854370117 36.05692672729492, -113.3050842285156 36.09725952148438, -113.2465133666992 36.08937072753906, -113.2143478393555 36.09505462646484, -113.1866226196289 36.11918640136719, -113.1919784545898 36.13352966308594, -113.1859970092773 36.14917755126953, -113.1454925537109 36.16965866088867, -113.1171493530273 36.17291259765625, -113.0515441894531 36.20466613769531, -113.0186386108398 36.22984313964844, -112.9665679931641 36.22749710083008, -112.9258880615234 36.24654388427734, -112.9157180786133 36.25959014892578, -112.8879241943359 36.26322174072266, -112.8641738891602 36.27897262573242, -112.8278198242188 36.28286743164063, -112.8139724731445 36.29148101806641, -112.7927322387695 36.28943252563477, -112.7555847167969 36.31193923950195, -112.7516479492188 36.32477188110352, -112.7138290405273 36.32277297973633, -112.7206802368164 36.34571075439453, -112.6964874267578 36.35372161865234, -112.672119140625 36.34630584716797, -112.651985168457 36.35554504394531, -112.6225280761719 36.39683532714844, -112.6167984008789 36.42060852050781, -112.6380004882813 36.43312454223633, -112.6326599121094 36.44100189208984, -112.6406402587891 36.45210647583008, -112.6238861083984 36.46078491210938, -112.6158065795898 36.48326873779297, -112.6510162353516 36.52440643310547, -112.6424942016602 36.56142425537109, -112.6239929199219 36.58195495605469, -112.6134033203125 36.61222457885742, -112.6279296875 36.66352081298828, -112.6251602172852 36.70126724243164, -112.603889465332 36.7726936340332, -112.6085815429688 36.78662109375, -112.5632476806641 36.89732360839844, -112.543212890625 36.9119758605957, -112.5225143432617 36.96158599853516, -112.5417633056641 36.99800872802734, -112.2365112304688 36.99550628662109, -111.3554534912109 37.0017204284668, -110.739372253418 37.00249099731445, -110.7419967651367 34.27748489379883, -110.7546310424805 34.27047729492188, -110.760856628418 34.27538299560547, -110.7542343139648 34.30229568481445, -110.8331451416016 34.32244110107422, -110.8385009765625 34.313720703125, -110.8144073486328 34.30637359619141, -110.8089370727539 34.28646469116211, -110.8244094848633 34.28213119506836, -110.8252716064453 34.27166366577148, -110.8405990600586 34.26142120361328, -110.844841003418 34.27589797973633, -110.8706359863281 34.28503036499023, -110.8755264282227 34.30313110351563, -110.9607696533203 34.33036041259766, -111.0185775756836 34.3707275390625, -111.0269622802734 34.3505859375, -111.0347595214844 34.35090255737305, -111.0428771972656 34.36303329467773, -111.0393218994141 34.37627410888672, -111.0911636352539 34.39898681640625, -111.1058502197266 34.3859977722168, -111.1391220092773 34.38084411621094, -111.1574859619141 34.4005012512207, -111.2424087524414 34.42844009399414, -111.2469482421875 34.45061874389648, -111.3310089111328 34.42851638793945, -111.3471984863281 34.42955780029297, -111.3448791503906 34.44505310058594, -111.3539352416992 34.44941711425781, -111.3907241821289 34.431396484375, -111.3902282714844 34.41550064086914, -111.3732452392578 34.40675735473633, -111.3699951171875 34.39137268066406, -111.3881530761719 34.38418579101563, -111.4032821655273 34.38705444335938, -111.4161911010742 34.40814971923828, -111.4133911132813 34.44365692138672, -111.3944244384766 34.44313812255859, -111.3947830200195 34.45449447631836, -111.4204025268555 34.45396423339844, -111.4557495117188 34.42595291137695, -111.4663543701172 34.44390869140625, -111.4984664916992 34.43731689453125, -111.4825134277344 34.4612922668457, -111.4647598266602 34.46394348144531, -111.4694900512695 34.47247695922852, -111.4917907714844 34.47245407104492, -111.4924697875977 34.49334716796875, -111.4756851196289 34.49188613891602, -111.4705047607422 34.50426483154297, -111.4868316650391 34.50891876220703, -111.4961471557617 34.52098846435547, -111.5136489868164 34.51015853881836, -111.5247573852539 34.47447204589844, -111.5435256958008 34.4517936706543, -111.541389465332 34.81126403808594, -111.7676467895508 34.81113433837891, -111.7717361450195 34.98730087280273, -111.8003768920898 34.98752975463867, -111.8011322021484 34.97751617431641, -112.3333282470703 34.97860336303711, -112.3308639526367 35.15493774414063, -112.4360961914063 35.15509414672852, -112.4407958984375 35.2598876953125, -112.466194152832 35.24824523925781, -112.5579223632813 35.24596405029297, -112.6294403076172 35.30465316772461, -112.6548004150391 35.30432510375977, -112.6796646118164 35.31718063354492, -112.7513046264648 35.31764602661133, -112.9358291625977 35.36341857910156, -112.991584777832 35.41515350341797, -113.0737991333008 35.46367645263672, -113.1237640380859 35.47829818725586, -113.1570358276367 35.51847076416016, -113.1920852661133 35.51814270019531, -113.2615509033203 35.53655624389648, -113.3194961547852 35.54081344604492))","[-113.31949615478516, -113.32030487060547, -113.29710388183594, -113.32252502441406, -113.31607818603516, -113.32324981689453, -113.3062973022461, -113.33639526367188, -113.33309173583984, -113.34601593017578, -113.34038543701172, -113.30508422851562, -113.24651336669922, -113.21434783935547, -113.1866226196289, -113.19197845458984, -113.18599700927734, -113.14549255371094, -113.11714935302734, -113.05154418945312, -113.01863861083984, -112.96656799316406, -112.92588806152344, -112.91571807861328, -112.88792419433594, -112.86417388916016, -112.82781982421875, -112.81397247314453, -112.79273223876953, -112.75558471679688, -112.75164794921875, -112.71382904052734, -112.7206802368164, -112.69648742675781, -112.672119140625, -112.65198516845703, -112.62252807617188, -112.6167984008789, -112.63800048828125, -112.63265991210938, -112.64064025878906, -112.62388610839844, -112.61580657958984, -112.65101623535156, -112.64249420166016, -112.62399291992188, -112.6134033203125, -112.6279296875, -112.62516021728516, -112.60388946533203, -112.60858154296875, -112.56324768066406, -112.543212890625, -112.52251434326172, -112.54176330566406, -112.23651123046875, -111.35545349121094, -110.73937225341797, -110.74199676513672, -110.75463104248047, -110.76085662841797, -110.75423431396484, -110.83314514160156, -110.8385009765625, -110.81440734863281, -110.8089370727539, -110.82440948486328, -110.82527160644531, -110.8405990600586, -110.84484100341797, -110.87063598632812, -110.87552642822266, -110.96076965332031, -111.0185775756836, -111.02696228027344, -111.03475952148438, -111.04287719726562, -111.03932189941406, -111.0911636352539, -111.10585021972656, -111.13912200927734, -111.15748596191406, -111.2424087524414, -111.2469482421875, -111.33100891113281, -111.34719848632812, -111.34487915039062, -111.35393524169922, -111.3907241821289, -111.39022827148438, -111.37324523925781, -111.3699951171875, -111.38815307617188, -111.40328216552734, -111.41619110107422, -111.41339111328125, -111.39442443847656, -111.39478302001953, -111.42040252685547, -111.45574951171875, -111.46635437011719, -111.49846649169922, -111.48251342773438, -111.46475982666016, -111.46949005126953, -111.49179077148438, -111.49246978759766, -111.4756851196289, -111.47050476074219, -111.48683166503906, -111.49614715576172, -111.5136489868164, -111.5247573852539, -111.54352569580078, -111.54138946533203, -111.76764678955078, -111.77173614501953, -111.80037689208984, -111.80113220214844, -112.33332824707031, -112.33086395263672, -112.43609619140625, -112.4407958984375, -112.46619415283203, -112.55792236328125, -112.62944030761719, -112.65480041503906, -112.6796646118164, -112.75130462646484, -112.93582916259766, -112.99158477783203, -113.07379913330078, -113.12376403808594, -113.15703582763672, -113.19208526611328, -113.26155090332031, -113.31949615478516, None]","[35.54081344604492, 35.81468963623047, 35.886383056640625, 35.91361999511719, 35.93020248413086, 35.9462890625, 35.9682502746582, 35.98713684082031, 36.009056091308594, 36.035831451416016, 36.05692672729492, 36.097259521484375, 36.08937072753906, 36.095054626464844, 36.11918640136719, 36.13352966308594, 36.14917755126953, 36.16965866088867, 36.17291259765625, 36.20466613769531, 36.22984313964844, 36.22749710083008, 36.246543884277344, 36.25959014892578, 36.263221740722656, 36.27897262573242, 36.282867431640625, 36.291481018066406, 36.289432525634766, 36.31193923950195, 36.324771881103516, 36.32277297973633, 36.34571075439453, 36.353721618652344, 36.34630584716797, 36.35554504394531, 36.39683532714844, 36.42060852050781, 36.43312454223633, 36.441001892089844, 36.45210647583008, 36.460784912109375, 36.48326873779297, 36.52440643310547, 36.561424255371094, 36.58195495605469, 36.61222457885742, 36.66352081298828, 36.70126724243164, 36.7726936340332, 36.78662109375, 36.89732360839844, 36.9119758605957, 36.961585998535156, 36.998008728027344, 36.995506286621094, 37.0017204284668, 37.00249099731445, 34.27748489379883, 34.270477294921875, 34.27538299560547, 34.30229568481445, 34.32244110107422, 34.313720703125, 34.306373596191406, 34.28646469116211, 34.28213119506836, 34.271663665771484, 34.26142120361328, 34.27589797973633, 34.285030364990234, 34.303131103515625, 34.330360412597656, 34.3707275390625, 34.3505859375, 34.35090255737305, 34.363033294677734, 34.37627410888672, 34.39898681640625, 34.3859977722168, 34.38084411621094, 34.4005012512207, 34.42844009399414, 34.450618743896484, 34.42851638793945, 34.42955780029297, 34.44505310058594, 34.44941711425781, 34.431396484375, 34.41550064086914, 34.40675735473633, 34.39137268066406, 34.384185791015625, 34.387054443359375, 34.40814971923828, 34.44365692138672, 34.443138122558594, 34.45449447631836, 34.45396423339844, 34.42595291137695, 34.44390869140625, 34.43731689453125, 34.4612922668457, 34.46394348144531, 34.472476959228516, 34.47245407104492, 34.49334716796875, 34.491886138916016, 34.50426483154297, 34.50891876220703, 34.52098846435547, 34.51015853881836, 34.47447204589844, 34.4517936706543, 34.81126403808594, 34.811134338378906, 34.987300872802734, 34.98752975463867, 34.977516174316406, 34.97860336303711, 35.154937744140625, 35.155094146728516, 35.2598876953125, 35.24824523925781, 35.24596405029297, 35.30465316772461, 35.304325103759766, 35.31718063354492, 35.31764602661133, 35.36341857910156, 35.41515350341797, 35.46367645263672, 35.47829818725586, 35.518470764160156, 35.51814270019531, 35.536556243896484, 35.54081344604492, None]"
2,Mohave,"POLYGON ((-114.1526336669922 34.33643341064453, -114.1812973022461 34.36519241333008, -114.2570571899414 34.40547561645508, -114.2826080322266 34.41205596923828, -114.3020782470703 34.43574142456055, -114.3318481445313 34.45486068725586, -114.3757171630859 34.45966720581055, -114.3830718994141 34.47707366943359, -114.3760375976563 34.53655242919922, -114.4089508056641 34.58371353149414, -114.4335098266602 34.59895324707031, -114.4214782714844 34.61088562011719, -114.46484375 34.70986557006836, -114.4970092773438 34.7447509765625, -114.5247573852539 34.74890518188477, -114.5412445068359 34.75995254516602, -114.5694198608398 34.83185577392578, -114.62646484375 34.87553024291992, -114.6296768188477 34.91949844360352, -114.6202087402344 34.94360733032227, -114.631477355957 34.99765014648438, -114.6202697753906 34.9989128112793, -114.6329803466797 35.04186248779297, -114.5948333740234 35.07605743408203, -114.6351089477539 35.11865615844727, -114.6256408691406 35.13390731811523, -114.5818176269531 35.13256072998047, -114.5714569091797 35.14006805419922, -114.5602416992188 35.17434692382813, -114.5587844848633 35.22018432617188, -114.5870895385742 35.30477142333984, -114.5887832641602 35.35838317871094, -114.6445922851563 35.45076751708984, -114.6714096069336 35.51576232910156, -114.6489868164063 35.54664611816406, -114.6523284912109 35.58484268188477, -114.6390609741211 35.61135864257813, -114.6532592773438 35.6465950012207, -114.6676788330078 35.65641021728516, -114.6642837524414 35.69311141967773, -114.6880111694336 35.73260879516602, -114.6819305419922 35.76471710205078, -114.6890563964844 35.84745788574219, -114.6616516113281 35.87097549438477, -114.6607894897461 35.88048934936523, -114.6984634399414 35.91162872314453, -114.7353973388672 35.98766708374023, -114.7168579101563 36.03677749633789, -114.7281494140625 36.05877304077148, -114.7273330688477 36.08598327636719, -114.7119445800781 36.10520172119141, -114.6207962036133 36.14198684692383, -114.5981216430664 36.13835525512695, -114.5297622680664 36.15510940551758, -114.4658050537109 36.12472915649414, -114.4431381225586 36.12107086181641, -114.379997253418 36.15100860595703, -114.3434295654297 36.13749694824219, -114.3152923583984 36.11145401000977, -114.3030548095703 36.08712387084961, -114.3067855834961 36.06224822998047, -114.2326736450195 36.01834487915039, -114.2059707641602 36.01726913452148, -114.1282272338867 36.04174423217773, -114.1069793701172 36.1211051940918, -114.0443115234375 36.19399261474609, -114.0365982055664 36.21603775024414, -114.0429153442383 36.84187316894531, -114.0431365966797 36.99656295776367, -112.8992156982422 36.99624252319336, -112.5417633056641 36.99800872802734, -112.5225143432617 36.96158599853516, -112.543212890625 36.9119758605957, -112.5632476806641 36.89732360839844, -112.6085815429688 36.78662109375, -112.603889465332 36.7726936340332, -112.6251602172852 36.70126724243164, -112.6279296875 36.66352081298828, -112.6134033203125 36.61222457885742, -112.6239929199219 36.58195495605469, -112.6424942016602 36.56142425537109, -112.6510162353516 36.52440643310547, -112.6158065795898 36.48326873779297, -112.6238861083984 36.46078491210938, -112.6406402587891 36.45210647583008, -112.6326599121094 36.44100189208984, -112.6380004882813 36.43312454223633, -112.6167984008789 36.42060852050781, -112.6225280761719 36.39683532714844, -112.651985168457 36.35554504394531, -112.672119140625 36.34630584716797, -112.6964874267578 36.35372161865234, -112.7206802368164 36.34571075439453, -112.7138290405273 36.32277297973633, -112.7516479492188 36.32477188110352, -112.7555847167969 36.31193923950195, -112.7927322387695 36.28943252563477, -112.8139724731445 36.29148101806641, -112.8278198242188 36.28286743164063, -112.8641738891602 36.27897262573242, -112.8879241943359 36.26322174072266, -112.9157180786133 36.25959014892578, -112.9258880615234 36.24654388427734, -112.9665679931641 36.22749710083008, -113.0186386108398 36.22984313964844, -113.0515441894531 36.20466613769531, -113.1171493530273 36.17291259765625, -113.1454925537109 36.16965866088867, -113.1859970092773 36.14917755126953, -113.1919784545898 36.13352966308594, -113.1866226196289 36.11918640136719, -113.2143478393555 36.09505462646484, -113.2465133666992 36.08937072753906, -113.3050842285156 36.09725952148438, -113.3403854370117 36.05692672729492, -113.3460159301758 36.03583145141602, -113.3330917358398 36.00905609130859, -113.3363952636719 35.98713684082031, -113.3062973022461 35.9682502746582, -113.3232498168945 35.9462890625, -113.3160781860352 35.93020248413086, -113.3225250244141 35.91361999511719, -113.2971038818359 35.88638305664063, -113.3203048706055 35.81468963623047, -113.3194961547852 35.54081344604492, -113.3262176513672 34.32234954833984, -113.3394775390625 34.31048583984375, -113.3593063354492 34.30655670166016, -113.4248580932617 34.30408096313477, -113.5167617797852 34.31419372558594, -113.5514907836914 34.2891845703125, -113.5954208374023 34.23195266723633, -113.6613006591797 34.20793914794922, -113.7067260742188 34.22339630126953, -113.7308654785156 34.24516677856445, -113.7548675537109 34.23736190795898, -113.7879486083984 34.24145889282227, -113.8268890380859 34.22346878051758, -113.857063293457 34.25224304199219, -113.9944763183594 34.25141906738281, -114.007568359375 34.27315139770508, -114.0296936035156 34.27947616577148, -114.0534973144531 34.30301666259766, -114.1526336669922 34.33643341064453))","[-114.15263366699219, -114.1812973022461, -114.2570571899414, -114.28260803222656, -114.30207824707031, -114.33184814453125, -114.37571716308594, -114.38307189941406, -114.37603759765625, -114.40895080566406, -114.43350982666016, -114.42147827148438, -114.46484375, -114.49700927734375, -114.5247573852539, -114.54124450683594, -114.56941986083984, -114.62646484375, -114.62967681884766, -114.62020874023438, -114.63147735595703, -114.62026977539062, -114.63298034667969, -114.59483337402344, -114.6351089477539, -114.62564086914062, -114.58181762695312, -114.57145690917969, -114.56024169921875, -114.55878448486328, -114.58708953857422, -114.58878326416016, -114.64459228515625, -114.6714096069336, -114.64898681640625, -114.65232849121094, -114.6390609741211, -114.65325927734375, -114.66767883300781, -114.6642837524414, -114.6880111694336, -114.68193054199219, -114.68905639648438, -114.66165161132812, -114.6607894897461, -114.6984634399414, -114.73539733886719, -114.71685791015625, -114.7281494140625, -114.72733306884766, -114.71194458007812, -114.62079620361328, -114.5981216430664, -114.5297622680664, -114.46580505371094, -114.4431381225586, -114.37999725341797, -114.34342956542969, -114.31529235839844, -114.30305480957031, -114.3067855834961, -114.23267364501953, -114.20597076416016, -114.12822723388672, -114.10697937011719, -114.0443115234375, -114.0365982055664, -114.04291534423828, -114.04313659667969, -112.89921569824219, -112.54176330566406, -112.52251434326172, -112.543212890625, -112.56324768066406, -112.60858154296875, -112.60388946533203, -112.62516021728516, -112.6279296875, -112.6134033203125, -112.62399291992188, -112.64249420166016, -112.65101623535156, -112.61580657958984, -112.62388610839844, -112.64064025878906, -112.63265991210938, -112.63800048828125, -112.6167984008789, -112.62252807617188, -112.65198516845703, -112.672119140625, -112.69648742675781, -112.7206802368164, -112.71382904052734, -112.75164794921875, -112.75558471679688, -112.79273223876953, -112.81397247314453, -112.82781982421875, -112.86417388916016, -112.88792419433594, -112.91571807861328, -112.92588806152344, -112.96656799316406, -113.01863861083984, -113.05154418945312, -113.11714935302734, -113.14549255371094, -113.18599700927734, -113.19197845458984, -113.1866226196289, -113.21434783935547, -113.24651336669922, -113.30508422851562, -113.34038543701172, -113.34601593017578, -113.33309173583984, -113.33639526367188, -113.3062973022461, -113.32324981689453, -113.31607818603516, -113.32252502441406, -113.29710388183594, -113.32030487060547, -113.31949615478516, -113.32621765136719, -113.3394775390625, -113.35930633544922, -113.42485809326172, -113.51676177978516, -113.5514907836914, -113.59542083740234, -113.66130065917969, -113.70672607421875, -113.73086547851562, -113.75486755371094, -113.78794860839844, -113.82688903808594, -113.85706329345703, -113.99447631835938, -114.007568359375, -114.02969360351562, -114.05349731445312, -114.15263366699219, None]","[34.33643341064453, 34.36519241333008, 34.40547561645508, 34.41205596923828, 34.43574142456055, 34.45486068725586, 34.45966720581055, 34.477073669433594, 34.53655242919922, 34.58371353149414, 34.59895324707031, 34.61088562011719, 34.70986557006836, 34.7447509765625, 34.748905181884766, 34.759952545166016, 34.83185577392578, 34.87553024291992, 34.919498443603516, 34.943607330322266, 34.997650146484375, 34.9989128112793, 35.04186248779297, 35.07605743408203, 35.118656158447266, 35.133907318115234, 35.13256072998047, 35.14006805419922, 35.174346923828125, 35.220184326171875, 35.304771423339844, 35.35838317871094, 35.450767517089844, 35.51576232910156, 35.54664611816406, 35.584842681884766, 35.611358642578125, 35.6465950012207, 35.656410217285156, 35.693111419677734, 35.732608795166016, 35.76471710205078, 35.84745788574219, 35.870975494384766, 35.880489349365234, 35.91162872314453, 35.987667083740234, 36.03677749633789, 36.058773040771484, 36.08598327636719, 36.105201721191406, 36.14198684692383, 36.13835525512695, 36.15510940551758, 36.12472915649414, 36.121070861816406, 36.15100860595703, 36.13749694824219, 36.111454010009766, 36.08712387084961, 36.06224822998047, 36.01834487915039, 36.017269134521484, 36.041744232177734, 36.1211051940918, 36.193992614746094, 36.21603775024414, 36.84187316894531, 36.99656295776367, 36.99624252319336, 36.998008728027344, 36.961585998535156, 36.9119758605957, 36.89732360839844, 36.78662109375, 36.7726936340332, 36.70126724243164, 36.66352081298828, 36.61222457885742, 36.58195495605469, 36.561424255371094, 36.52440643310547, 36.48326873779297, 36.460784912109375, 36.45210647583008, 36.441001892089844, 36.43312454223633, 36.42060852050781, 36.39683532714844, 36.35554504394531, 36.34630584716797, 36.353721618652344, 36.34571075439453, 36.32277297973633, 36.324771881103516, 36.31193923950195, 36.289432525634766, 36.291481018066406, 36.282867431640625, 36.27897262573242, 36.263221740722656, 36.25959014892578, 36.246543884277344, 36.22749710083008, 36.22984313964844, 36.20466613769531, 36.17291259765625, 36.16965866088867, 36.14917755126953, 36.13352966308594, 36.11918640136719, 36.095054626464844, 36.08937072753906, 36.097259521484375, 36.05692672729492, 36.035831451416016, 36.009056091308594, 35.98713684082031, 35.9682502746582, 35.9462890625, 35.93020248413086, 35.91361999511719, 35.886383056640625, 35.81468963623047, 35.54081344604492, 34.322349548339844, 34.31048583984375, 34.306556701660156, 34.304080963134766, 34.31419372558594, 34.2891845703125, 34.23195266723633, 34.20793914794922, 34.22339630126953, 34.24516677856445, 34.237361907958984, 34.241458892822266, 34.22346878051758, 34.25224304199219, 34.25141906738281, 34.27315139770508, 34.279476165771484, 34.303016662597656, 34.33643341064453, None]"
3,Apache,"POLYGON ((-109.4991607666016 33.65348815917969, -109.5309753417969 33.62696838378906, -109.5805816650391 33.62490844726563, -109.6014709472656 33.61661529541016, -109.6211090087891 33.5905876159668, -109.6700820922852 33.58121490478516, -109.6622085571289 33.56306838989258, -109.701171875 33.54509735107422, -109.7367095947266 33.51713180541992, -109.7480010986328 33.48885345458984, -109.7666320800781 33.48054122924805, -109.8019485473633 33.4898567199707, -109.815071105957 33.53388595581055, -109.838249206543 33.53872299194336, -109.8378143310547 33.54918670654297, -109.8921508789063 33.58061981201172, -109.8939590454102 33.78707504272461, -109.8575057983398 33.78871536254883, -109.8601226806641 34.12738037109375, -109.8495864868164 34.12745666503906, -109.8450088500977 34.47239303588867, -109.8383255004883 34.47335052490234, -109.8438186645508 34.82398223876953, -109.8370971679688 34.82402801513672, -109.8353881835938 34.8721809387207, -109.8352737426758 35.53363037109375, -109.826789855957 35.53323364257813, -109.8237991333008 35.67484283447266, -109.9919815063477 35.67582702636719, -109.9963989257813 36.9920654296875, -109.0478210449219 36.99664306640625, -109.0471954345703 35.99665451049805, -109.0459976196289 34.95461273193359, -109.0480117797852 34.59173965454102, -109.0497207641602 33.78324890136719, -109.3442001342773 33.78592681884766, -109.3628234863281 33.75040435791016, -109.3566665649414 33.73268890380859, -109.3924942016602 33.72075271606445, -109.3952178955078 33.71346664428711, -109.4388427734375 33.71649169921875, -109.4602737426758 33.70049285888672, -109.4729614257813 33.69953155517578, -109.477180480957 33.6672248840332, -109.4991607666016 33.65348815917969))","[-109.49916076660156, -109.53097534179688, -109.58058166503906, -109.60147094726562, -109.62110900878906, -109.67008209228516, -109.6622085571289, -109.701171875, -109.73670959472656, -109.74800109863281, -109.76663208007812, -109.80194854736328, -109.81507110595703, -109.83824920654297, -109.83781433105469, -109.89215087890625, -109.89395904541016, -109.85750579833984, -109.86012268066406, -109.8495864868164, -109.84500885009766, -109.83832550048828, -109.84381866455078, -109.83709716796875, -109.83538818359375, -109.83527374267578, -109.82678985595703, -109.82379913330078, -109.99198150634766, -109.99639892578125, -109.04782104492188, -109.04719543457031, -109.0459976196289, -109.04801177978516, -109.04972076416016, -109.34420013427734, -109.36282348632812, -109.3566665649414, -109.39249420166016, -109.39521789550781, -109.4388427734375, -109.46027374267578, -109.47296142578125, -109.47718048095703, -109.49916076660156, None]","[33.65348815917969, 33.62696838378906, 33.624908447265625, 33.616615295410156, 33.5905876159668, 33.581214904785156, 33.56306838989258, 33.54509735107422, 33.51713180541992, 33.488853454589844, 33.48054122924805, 33.4898567199707, 33.53388595581055, 33.53872299194336, 33.54918670654297, 33.58061981201172, 33.78707504272461, 33.78871536254883, 34.12738037109375, 34.12745666503906, 34.47239303588867, 34.473350524902344, 34.82398223876953, 34.82402801513672, 34.8721809387207, 35.53363037109375, 35.533233642578125, 35.674842834472656, 35.67582702636719, 36.9920654296875, 36.99664306640625, 35.99665451049805, 34.954612731933594, 34.591739654541016, 33.78324890136719, 33.785926818847656, 33.750404357910156, 33.732688903808594, 33.72075271606445, 33.71346664428711, 33.71649169921875, 33.70049285888672, 33.69953155517578, 33.6672248840332, 33.65348815917969, None]"
